"title","abstract","authors","year","venue","article_url","pdf_url","source_used","platform","url","doi","openalex_id","arxiv_id","dblp_key","decision","reason","LLM_term","CQ_term","title_norm","key"
"FlexKBQA: A Flexible LLM-Powered Framework for Few-Shot Knowledge Base Question Answering","Knowledge base question answering (KBQA) is a critical yet challenging task due to the vast number of entities within knowledge bases and the diversity of natural language questions posed by users. Unfortunately, the performance of most KBQA models tends to decline significantly in real-world scenarios where high-quality annotated data is insufficient. To mitigate the burden associated with manual annotation, we introduce FlexKBQA by utilizing Large Language Models (LLMs) as program translators for addressing the challenges inherent in the few-shot KBQA task. Specifically, FlexKBQA leverages automated algorithms to sample diverse programs, such as SPARQL queries, from the knowledge base, which are subsequently converted into natural language questions via LLMs. This synthetic dataset facilitates training a specialized lightweight model for the KB. Additionally, to reduce the barriers of distribution shift between synthetic data and real user questions, FlexKBQA introduces an executionguided self-training method to iterative leverage unlabeled user questions. Furthermore, we explore harnessing the inherent reasoning capability of LLMs to enhance the entire framework. Consequently, FlexKBQA delivers substantial flexibility, encompassing data annotation, deployment, and being domain agnostic. Through extensive experiments on GrailQA, WebQSP, and KQA Pro, we observe that under the few-shot even the more challenging zero-shot scenarios, FlexKBQA achieves impressive results with a few annotations, surpassing all previous baselines and even approaching the performance of supervised models, achieving a remarkable 93% performance relative to the fully-supervised models. We posit that FlexKBQA represents a significant advancement towards exploring better integration of large and lightweight models. The code is open-sourced.","Zhenyu Li; Sunqi Fan; Yu Gu; Xiuxing Li; Zhichao Duan; Bowen Dong; Ning Liu; Jianyong Wang","2024","arXiv","https://arxiv.org/abs/2308.12060","http://arxiv.org/pdf/2308.12060v3","arxiv:id","arxiv","http://arxiv.org/abs/2308.12060v3","","","http://arxiv.org/abs/2308.12060v3","","include","LLM∧CQ match in title/abstract","True","True","flexkbqa a flexible llmpowered framework for fewshot knowledge base question answering","arxiv::http://arxiv.org/abs/2308.12060v3"
"Fine-tuned LLMs Know More, Hallucinate Less with Few-Shot Sequence-to-Sequence Semantic Parsing over Wikidata","While large language models (LLMs) can answer many questions correctly, they can also hallucinate and give wrong answers. Wikidata, with its over 12 billion facts, can be used to ground LLMs to improve their factuality. This paper presents WikiWebQuestions, a high-quality question answering benchmark for Wikidata. Ported over from WebQuestions for Freebase, it consists of real-world data with SPARQL annotation. This paper presents a few-shot sequence-to-sequence semantic parser for Wikidata. We modify SPARQL to use the unique domain and property names instead of their IDs. We train the parser to use either the results from an entity linker or mentions in the query. We fine-tune LLaMA by adding the few-shot training data to that used to fine-tune Alpaca. Our experimental results demonstrate the effectiveness of this methodology, establishing a strong baseline of 76% and 65% answer accuracy in the dev and test sets of WikiWebQuestions, respectively. By pairing our semantic parser with GPT-3, we combine verifiable results with qualified GPT-3 guesses to provide useful answers to 96% of the questions in dev. We also show that our method outperforms the state-of-the-art for the QALD-7 Wikidata dataset by 3.6% in F1 score.","Silei Xu; Shicheng Liu; Theo Culhane; Elizaveta Pertseva; Meng-Hsi Wu; Sina J. Semnani; Monica S. Lam","2023","arXiv","https://arxiv.org/abs/2305.14202","http://arxiv.org/pdf/2305.14202v2","arxiv:id","arxiv","http://arxiv.org/abs/2305.14202v2","","","http://arxiv.org/abs/2305.14202v2","","include","LLM∧CQ match in title/abstract","True","True","finetuned llms know more hallucinate less with fewshot sequencetosequence semantic parsing over wikidata","arxiv::http://arxiv.org/abs/2305.14202v2"
"Chain-of-Knowledge: Grounding Large Language Models via Dynamic Knowledge Adapting over Heterogeneous Sources","We present chain-of-knowledge (CoK), a novel framework that augments large language models (LLMs) by dynamically incorporating grounding information from heterogeneous sources. It results in more factual rationales and reduced hallucination in generation. Specifically, CoK consists of three stages: reasoning preparation, dynamic knowledge adapting, and answer consolidation. Given a knowledge-intensive question, CoK first prepares several preliminary rationales and answers while identifying the relevant knowledge domains. If there is no majority consensus among the answers from samples, CoK corrects the rationales step by step by adapting knowledge from the identified domains. These corrected rationales can plausibly serve as a better foundation for the final answer consolidation. Unlike prior studies that primarily use unstructured data, CoK also leverages structured knowledge sources such as Wikidata and tables that provide more reliable factual information. To access both unstructured and structured knowledge sources in the dynamic knowledge adapting stage, we propose an adaptive query generator that allows the generation of queries for various types of query languages, including SPARQL, SQL, and natural sentences. Moreover, to minimize error propagation between rationales, CoK corrects the rationales progressively using preceding corrected rationales to generate and correct subsequent rationales. Extensive experiments show that CoK consistently improves the performance of LLMs on knowledge-intensive tasks across different domains.","Xingxuan Li; Ruochen Zhao; Yew Ken Chia; Bosheng Ding; Shafiq Joty; Soujanya Poria; Lidong Bing","2024","arXiv","https://arxiv.org/abs/2305.13269","http://arxiv.org/pdf/2305.13269v4","arxiv:id","arxiv","http://arxiv.org/abs/2305.13269v4","","","http://arxiv.org/abs/2305.13269v4","","include","LLM∧CQ match in title/abstract","True","True","chainofknowledge grounding large language models via dynamic knowledge adapting over heterogeneous sources","arxiv::http://arxiv.org/abs/2305.13269v4"
"A Comprehensive Evaluation of Neural SPARQL Query Generation from Natural Language Questions","In recent years, the field of neural machine translation (NMT) for SPARQL query generation has witnessed significant growth. Incorporating the copy mechanism with traditional encoder-decoder architectures and using pre-trained encoder-decoders and large language models have set new performance benchmarks. This paper presents various experiments that replicate and expand upon recent NMT-based SPARQL generation studies, comparing pre-trained language models (PLMs), non-pre-trained language models (NPLMs), and large language models (LLMs), highlighting the impact of question annotation and the copy mechanism and testing various fine-tuning methods using LLMs. In particular, we provide a systematic error analysis of the models and test their generalization ability. Our study demonstrates that the copy mechanism yields significant performance enhancements for most PLMs and NPLMs. Annotating the data is pivotal to generating correct URIs, with the ""tag-within"" strategy emerging as the most effective approach. Additionally, our findings reveal that the primary source of errors stems from incorrect URIs in SPARQL queries that are sometimes replaced with hallucinated URIs when using base models. This does not happen using the copy mechanism, but it sometimes leads to selecting wrong URIs among candidates. Finally, the performance of the tested LLMs fell short of achieving the desired outcomes.","Papa Abdou Karim Karou Diallo; Samuel Reyd; Amal Zouaq","2024","arXiv","https://arxiv.org/abs/2304.07772","http://arxiv.org/pdf/2304.07772v3","arxiv:id","arxiv","http://arxiv.org/abs/2304.07772v3","","","http://arxiv.org/abs/2304.07772v3","","include","LLM∧CQ match in title/abstract","True","True","a comprehensive evaluation of neural sparql query generation from natural language questions","arxiv::http://arxiv.org/abs/2304.07772v3"
"GETT-QA: Graph Embedding based T2T Transformer for Knowledge Graph Question Answering","In this work, we present an end-to-end Knowledge Graph Question Answering (KGQA) system named GETT-QA. GETT-QA uses T5, a popular text-to-text pre-trained language model. The model takes a question in natural language as input and produces a simpler form of the intended SPARQL query. In the simpler form, the model does not directly produce entity and relation IDs. Instead, it produces corresponding entity and relation labels. The labels are grounded to KG entity and relation IDs in a subsequent step. To further improve the results, we instruct the model to produce a truncated version of the KG embedding for each entity. The truncated KG embedding enables a finer search for disambiguation purposes. We find that T5 is able to learn the truncated KG embeddings without any change of loss function, improving KGQA performance. As a result, we report strong results for LC-QuAD 2.0 and SimpleQuestions-Wikidata datasets on end-to-end KGQA over Wikidata.","Debayan Banerjee; Pranav Ajit Nair; Ricardo Usbeck; Chris Biemann","2023","arXiv","https://arxiv.org/abs/2303.13284","http://arxiv.org/pdf/2303.13284v3","arxiv:id","arxiv","http://arxiv.org/abs/2303.13284v3","","","http://arxiv.org/abs/2303.13284v3","","include","LLM∧CQ match in title/abstract","True","True","gettqa graph embedding based t2t transformer for knowledge graph question answering","arxiv::http://arxiv.org/abs/2303.13284v3"
"A Copy Mechanism for Handling Knowledge Base Elements in SPARQL Neural Machine Translation","Neural Machine Translation (NMT) models from English to SPARQL are a promising development for SPARQL query generation. However, current architectures are unable to integrate the knowledge base (KB) schema and handle questions on knowledge resources, classes, and properties unseen during training, rendering them unusable outside the scope of topics covered in the training set. Inspired by the performance gains in natural language processing tasks, we propose to integrate a copy mechanism for neural SPARQL query generation as a way to tackle this issue. We illustrate our proposal by adding a copy layer and a dynamic knowledge base vocabulary to two Seq2Seq architectures (CNNs and Transformers). This layer makes the models copy KB elements directly from the questions, instead of generating them. We evaluate our approach on state-of-the-art datasets, including datasets referencing unknown KB elements and measure the accuracy of the copy-augmented architectures. Our results show a considerable increase in performance on all datasets compared to non-copy architectures.","Rose Hirigoyen; Amal Zouaq; Samuel Reyd","2022","arXiv","https://arxiv.org/abs/2211.10271","http://arxiv.org/pdf/2211.10271v1","arxiv:id","arxiv","http://arxiv.org/abs/2211.10271v1","","","http://arxiv.org/abs/2211.10271v1","","include","LLM∧CQ match in title/abstract","True","True","a copy mechanism for handling knowledge base elements in sparql neural machine translation","arxiv::http://arxiv.org/abs/2211.10271v1"
"AutoQGS: Auto-Prompt for Low-Resource Knowledge-based Question Generation from SPARQL","This study investigates the task of knowledge-based question generation (KBQG). Conventional KBQG works generated questions from fact triples in the knowledge graph, which could not express complex operations like aggregation and comparison in SPARQL. Moreover, due to the costly annotation of large-scale SPARQL-question pairs, KBQG from SPARQL under low-resource scenarios urgently needs to be explored. Recently, since the generative pre-trained language models (PLMs) typically trained in natural language (NL)-to-NL paradigm have been proven effective for low-resource generation, e.g., T5 and BART, how to effectively utilize them to generate NL-question from non-NL SPARQL is challenging. To address these challenges, AutoQGS, an auto-prompt approach for low-resource KBQG from SPARQL, is proposed. Firstly, we put forward to generate questions directly from SPARQL for the KBQG task to handle complex operations. Secondly, we propose an auto-prompter trained on large-scale unsupervised data to rephrase SPARQL into NL description, smoothing the low-resource transformation from non-NL SPARQL to NL question with PLMs. Experimental results on the WebQuestionsSP, ComlexWebQuestions 1.1, and PathQuestions show that our model achieves state-of-the-art performance, especially in low-resource settings. Furthermore, a corpus of 330k factoid complex question-SPARQL pairs is generated for further KBQG research.","Guanming Xiong; Junwei Bao; Wen Zhao; Youzheng Wu; Xiaodong He","2022","arXiv","https://arxiv.org/abs/2208.12461","http://arxiv.org/pdf/2208.12461v1","arxiv:id","arxiv","http://arxiv.org/abs/2208.12461v1","","","http://arxiv.org/abs/2208.12461v1","","include","LLM∧CQ match in title/abstract","True","True","autoqgs autoprompt for lowresource knowledgebased question generation from sparql","arxiv::http://arxiv.org/abs/2208.12461v1"
"Knowledge Graph - Deep Learning: A Case Study in Question Answering in Aviation Safety Domain","In the commercial aviation domain, there are a large number of documents, like, accident reports (NTSB, ASRS) and regulatory directives (ADs). There is a need for a system to access these diverse repositories efficiently in order to service needs in the aviation industry, like maintenance, compliance, and safety. In this paper, we propose a Knowledge Graph (KG) guided Deep Learning (DL) based Question Answering (QA) system for aviation safety. We construct a Knowledge Graph from Aircraft Accident reports and contribute this resource to the community of researchers. The efficacy of this resource is tested and proved by the aforesaid QA system. Natural Language Queries constructed from the documents mentioned above are converted into SPARQL (the interface language of the RDF graph database) queries and answered. On the DL side, we have two different QA models: (i) BERT QA which is a pipeline of Passage Retrieval (Sentence-BERT based) and Question Answering (BERT based), and (ii) the recently released GPT-3. We evaluate our system on a set of queries created from the accident reports. Our combined QA system achieves 9.3% increase in accuracy over GPT-3 and 40.3% increase over BERT QA. Thus, we infer that KG-DL performs better than either singly.","Ankush Agarwal; Raj Gite; Shreya Laddha; Pushpak Bhattacharyya; Satyanarayan Kar; Asif Ekbal; Prabhjit Thind; Rajesh Zele; Ravi Shankar","2022","arXiv","https://arxiv.org/abs/2205.15952","http://arxiv.org/pdf/2205.15952v2","arxiv:id","arxiv","http://arxiv.org/abs/2205.15952v2","","","http://arxiv.org/abs/2205.15952v2","","include","LLM∧CQ match in title/abstract","True","True","knowledge graph deep learning a case study in question answering in aviation safety domain","arxiv::http://arxiv.org/abs/2205.15952v2"
"Modern Baselines for SPARQL Semantic Parsing","In this work, we focus on the task of generating SPARQL queries from natural language questions, which can then be executed on Knowledge Graphs (KGs). We assume that gold entity and relations have been provided, and the remaining task is to arrange them in the right order along with SPARQL vocabulary, and input tokens to produce the correct SPARQL query. Pre-trained Language Models (PLMs) have not been explored in depth on this task so far, so we experiment with BART, T5 and PGNs (Pointer Generator Networks) with BERT embeddings, looking for new baselines in the PLM era for this task, on DBpedia and Wikidata KGs. We show that T5 requires special input tokenisation, but produces state of the art performance on LC-QuAD 1.0 and LC-QuAD 2.0 datasets, and outperforms task-specific models from previous works. Moreover, the methods enable semantic parsing for questions where a part of the input needs to be copied to the output query, thus enabling a new paradigm in KG semantic parsing.","Debayan Banerjee; Pranav Ajit Nair; Jivat Neet Kaur; Ricardo Usbeck; Chris Biemann","2023","arXiv","https://arxiv.org/abs/2204.12793","http://arxiv.org/pdf/2204.12793v3","arxiv:id","arxiv","http://arxiv.org/abs/2204.12793v3","","","http://arxiv.org/abs/2204.12793v3","","include","LLM∧CQ match in title/abstract","True","True","modern baselines for sparql semantic parsing","arxiv::http://arxiv.org/abs/2204.12793v3"
"Designing an Ontology for a Smart Learning Health System Framework","The concept of a ""Learning Health System Framework"" has been defined in various forms, making it difficult for healthcare leaders to adopt an appropriate framework for organisational transformation. There is a pressing need to standardise its components and relationships. Limitations of the existing LHS frameworks include their lack of flexibility to adapt to sociotechnical changes and inability to guide the automatic evaluation initiative on health organisational performance. Ontologies facilitate consensus by aligning stakeholders on a shared vocabulary and structure, which can reduce ambiguity in communication and foster better collaboration across different stakeholder groups. Therefore, this study designed a Smart Learning Health System Ontology, abbreviated as ""SMARTLHS"". We followed a four-step realist synthesis methodology to develop SMARTLHS: (1) ontology requirements specification, (2) iterative and inductive ontology conceptualisation, (3) concept and relationship comparison and development, (4) ontology evaluation and refinement. The resultant SMARTLHS ontology comprises 475 unique classes and subclasses (concepts) and 135 object properties. The object properties define the relationships between these classes. SMARTLHS addresses the critical limitations of the existing LHS frameworks. It serves as a knowledge base for healthcare professionals. It can also be integrated into Retrieval Augmented Generative (RAG) applications and feed into large language models such as GPT 4o for advanced exploration of healthcare organisations' performance in developing learning health systems.","Mingchang Ma; Ping Yu; Louise Hickman","2025","","https://doi.org/10.3233/shti250866","","openalex:id","openalex","https://openalex.org/W4413040000","10.3233/shti250866","https://openalex.org/W4413040000","","","include","LLM∧CQ match in title/abstract","True","True","designing an ontology for a smart learning health system framework","doi::10.3233/shti250866"
"A Comparative Study of Competency Question Elicitation Methods from Ontology Requirements","Competency Questions (CQs) are pivotal in knowledge engineering, guiding the design, validation, and testing of ontologies. A number of diverse formulation approaches have been proposed in the literature, ranging from completely manual to Large Language Model (LLM) driven ones. However, attempts to characterise the outputs of these approaches and their systematic comparison are scarce. This paper presents an empirical comparative evaluation of three distinct CQ formulation approaches: manual formulation by ontology engineers, instantiation of CQ patterns, and generation using state of the art LLMs. We generate CQs using each approach from a set of requirements for cultural heritage, and assess them across different dimensions: degree of acceptability, ambiguity, relevance, readability and complexity. Our contribution is twofold: (i) the first multi-annotator dataset of CQs generated from the same source using different methods; and (ii) a systematic comparison of the characteristics of the CQs resulting from each approach. Our study shows that different CQ generation approaches have different characteristics and that LLMs can be used as a way to initially elicit CQs, however these are sensitive to the model used to generate CQs and they generally require a further refinement step before they can be used to model requirements.","Reham Alharbi; Valentina Tamma; Terry R. Payne; Jacopo de Berardinis","2025","","http://arxiv.org/abs/2507.02989","http://arxiv.org/pdf/2507.02989","openalex:id","openalex","https://openalex.org/W4415343752","10.48550/arxiv.2507.02989","https://openalex.org/W4415343752","","","include","LLM∧CQ match in title/abstract","True","True","a comparative study of competency question elicitation methods from ontology requirements","doi::10.48550/arxiv.2507.02989"
"Q²Forge: Minting Competency Questions and SPARQL Queries for Question-Answering Over Knowledge Graphs","The SPARQL query language is the standard method to access knowledge graphs (KGs). However, formulating SPARQL queries is a significant challenge for non-expert users, and remains time-consuming for the experienced ones. Best practices recommend to document KGs with competency questions and example queries to contextualise the knowledge they contain and illustrate their potential applications. In practice, however, this is either not the case or the examples are provided in limited numbers. Large Language Models (LLMs) are being used in conversational agents and are proving to be an attractive solution with a wide range of applications, from simple question-answering about common knowledge to generating code in a targeted programming language. However, training and testing these models to produce high quality SPARQL queries from natural language questions requires substantial datasets of question-query pairs. In this paper, we present Q${}^2$Forge that addresses the challenge of generating new competency questions for a KG and corresponding SPARQL queries. It iteratively validates those queries with human feedback and LLM as a judge. Q${}^2$Forge is open source, generic, extensible and modular, meaning that the different modules of the application (CQ generation, query generation and query refinement) can be used separately, as an integrated pipeline, or replaced by alternative services. The result is a complete pipeline from competency question formulation to query evaluation, supporting the creation of reference query sets for any target KG.","Yousouf Taghzouti; Franck Michel; Tao Jiang; Louis‐Félix Nothias; Fabien Gandon","2025","","https://hal.science/hal-05070442","https://hal.science/hal-05070442/document","openalex:id","openalex","https://openalex.org/W4414540282","","https://openalex.org/W4414540282","","","include","LLM∧CQ match in title/abstract","True","True","q²forge minting competency questions and sparql queries for questionanswering over knowledge graphs","openalex::https://openalex.org/W4414540282"
"Assessing the Capability of Large Language Models for Domain-Specific Ontology Generation","Large Language Models (LLMs) have shown significant potential for ontology engineering. However, it is still unclear to what extent they are applicable to the task of domain-specific ontology generation. In this study, we explore the application of LLMs for automated ontology generation and evaluate their performance across different domains. Specifically, we investigate the generalizability of two state-of-the-art LLMs, DeepSeek and o1-preview, both equipped with reasoning capabilities, by generating ontologies from a set of competency questions (CQs) and related user stories. Our experimental setup comprises six distinct domains carried out in existing ontology engineering projects and a total of 95 curated CQs designed to test the models' reasoning for ontology engineering. Our findings show that with both LLMs, the performance of the experiments is remarkably consistent across all domains, indicating that these methods are capable of generalizing ontology generation tasks irrespective of the domain. These results highlight the potential of LLM-based approaches in achieving scalable and domain-agnostic ontology construction and lay the groundwork for further research into enhancing automated reasoning and knowledge representation techniques.","Anna Sofia Lippolis; Mohammad Javad Saeedizade; Robin Keskisärkkä; Aldo Gangemi; Eva Blomqvist; Andrea Giovanni Nuzzolese","2025","","http://arxiv.org/abs/2504.17402","http://arxiv.org/pdf/2504.17402","openalex:id","openalex","https://openalex.org/W4415307384","10.48550/arxiv.2504.17402","https://openalex.org/W4415307384","","","include","LLM∧CQ match in title/abstract","True","True","assessing the capability of large language models for domainspecific ontology generation","doi::10.48550/arxiv.2504.17402"
"Utilizing Chat Generative Pre-trained Transformer (ChatGPT) to Support the Development of a Domain Ontology for World Heritage","This study presents our experiments with ChatGPT aimed at constructing a prototype domain ontology for World Heritage. We relied on the official United Nations Educational, Scientific and Cultural Organization classification published within the World Heritage Convention and its 2023 operational guidelines document as our trusted data sources. Our focus encompassed four main tasks: (i) gathering competency questions; (ii) constructing classes along with their taxonomy and definitions; (iii) populating the ontology with automatically generated instances; and (iv) evaluating the ontology through SPARQL queries generated from competency questions. By employing a naive approach paired with in-context learning and some prompt engineering techniques, our goal is to assess the capabilities and limitations of ChatGPT in supporting the construction of prototype ontologies by nonexperts or those with limited domain knowledge for application demonstration proposals. The results indicate that while this exciting area can expedite the ontology learning process, it also encounters certain technical limitations in uncovering implicit and less explicit semantics in input data. Additionally, proficient prompting skills are required to guide the model for producing accurate results.","Bouchra El Idrissi","2025","","https://doi.org/10.1177/15705838251336686","","openalex:id","openalex","https://openalex.org/W4411585747","10.1177/15705838251336686","https://openalex.org/W4411585747","","","include","LLM∧CQ match in title/abstract","True","True","utilizing chat generative pretrained transformer chatgpt to support the development of a domain ontology for world heritage","doi::10.1177/15705838251336686"
"Q${}^2$Forge: Minting Competency Questions and SPARQL Queries for Question-Answering Over Knowledge Graphs","The SPARQL query language is the standard method to access knowledge graphs (KGs). However, formulating SPARQL queries is a significant challenge for non-expert users, and remains time-consuming for the experienced ones. Best practices recommend to document KGs with competency questions and example queries to contextualise the knowledge they contain and illustrate their potential applications. In practice, however, this is either not the case or the examples are provided in limited numbers. Large Language Models (LLMs) are being used in conversational agents and are proving to be an attractive solution with a wide range of applications, from simple question-answering about common knowledge to generating code in a targeted programming language. However, training and testing these models to produce high quality SPARQL queries from natural language questions requires substantial datasets of question-query pairs. In this paper, we present Q${}^2$Forge that addresses the challenge of generating new competency questions for a KG and corresponding SPARQL queries. It iteratively validates those queries with human feedback and LLM as a judge. Q${}^2$Forge is open source, generic, extensible and modular, meaning that the different modules of the application (CQ generation, query generation and query refinement) can be used separately, as an integrated pipeline, or replaced by alternative services. The result is a complete pipeline from competency question formulation to query evaluation, supporting the creation of reference query sets for any target KG.","Yousouf Taghzouti; Franck Michel; Tao Jiang; Louis-Félix Nothias; Fabien Gandon","2025","arXiv","https://arxiv.org/abs/2505.13572","http://arxiv.org/pdf/2505.13572v1","openalex:id|openalex:doi|crossref:doi|unpaywall|arxiv:title","openalex","https://openalex.org/W4399920943","10.1007/978-3-031-78952-6_7","https://openalex.org/W4399920943","","","include","LLM∧CQ match in title/abstract","True","True","can llms generate competency questions","doi::10.1007/978-3-031-78952-6_7"
"Ontology-grounded Automatic Knowledge Graph Construction by LLM under Wikidata schema","We propose an ontology-grounded approach to Knowledge Graph (KG) construction using Large Language Models (LLMs) on a knowledge base. An ontology is authored by generating Competency Questions (CQ) on knowledge base to discover knowledge scope, extracting relations from CQs, and attempt to replace equivalent relations by their counterpart in Wikidata. To ensure consistency and interpretability in the resulting KG, we ground generation of KG with the authored ontology based on extracted relations. Evaluation on benchmark datasets demonstrates competitive performance in knowledge graph construction task. Our work presents a promising direction for scalable KG construction pipeline with minimal human intervention, that yields high quality and human-interpretable KGs, which are interoperable with Wikidata semantics for potential knowledge base expansion.","Xiaohan Feng; Xixin Wu; Helen Meng","2024","","http://arxiv.org/abs/2412.20942","http://arxiv.org/pdf/2412.20942","openalex:id","openalex","https://openalex.org/W4405957503","10.48550/arxiv.2412.20942","https://openalex.org/W4405957503","","","include","LLM∧CQ match in title/abstract","True","True","ontologygrounded automatic knowledge graph construction by llm under wikidata schema","doi::10.48550/arxiv.2412.20942"
"Improving Ontology Requirements Engineering with OntoChat and Participatory Prompting","Past ontology requirements engineering (ORE) has primarily relied on manual methods, such as interviews and collaborative forums, to gather user requirements from domain experts, especially in large projects. Current OntoChat offers a framework for ORE that utilises large language models (LLMs) to streamline the process through four key functions: user story creation, competency question (CQ) extraction, CQ filtration and analysis, and ontology testing support. In OntoChat, users are expected to prompt the chatbot to generate user stories. However, preliminary evaluations revealed that they struggle to do this effectively. To address this issue, we experimented with a research method called participatory prompting, which involves researcher-mediated interactions to help users without deep knowledge of LLMs use the chatbot more effectively. The participatory prompting user study produces pre-defined prompt templates based on user query, focusing on creating and refining personas, goals, scenarios, sample data, and data resources for user story. These refined user stories will subsequently be converted into CQs.","Yihang Zhao; Bohui Zhang; Xi Hu; Shuyin Ouyang; Jongmo Kim; Nitisha Jain; Jacopo de Berardinis; Albert Meroño-Peñuela; Elena Simperl","2024","","https://doi.org/10.1609/aaaiss.v4i1.31799","https://ojs.aaai.org/index.php/AAAI-SS/article/download/31799/33966","openalex:id","openalex","https://openalex.org/W4404187953","10.1609/aaaiss.v4i1.31799","https://openalex.org/W4404187953","","","include","LLM∧CQ match in title/abstract","True","True","improving ontology requirements engineering with ontochat and participatory prompting","doi::10.1609/aaaiss.v4i1.31799"
"Investigating Open Source LLMs to Retrofit Competency Questions in Ontology Engineering","Competency Questions (CQs) are essential in ontology engineering; they express an ontology's functional requirements as natural language questions, offer crucial insights into an ontology's scope and are pivotal for various tasks, e.g. ontology reuse, testing, requirement specification, and pattern definition. Despite their importance, the practice of publishing CQs alongside ontological artefacts is not commonly adopted. We propose an approach based on Generative AI, specifically Large Language Models (LLMs) for retrofitting CQs from existing ontologies and we investigate how open LLMs (i.e. Llama-2-70b, Mistral 7B and Flan-T5-xl) perform in generating CQs for existing ontologies. We compare these results with our previous efforts using closed-source LLMs and we reflect on the results.","Reham Alharbi; Valentina Tamma; Floriana Grasso; Terry R. Payne","2024","","https://doi.org/10.1609/aaaiss.v4i1.31793","https://ojs.aaai.org/index.php/AAAI-SS/article/download/31793/33960","openalex:id","openalex","https://openalex.org/W4404187894","10.1609/aaaiss.v4i1.31793","https://openalex.org/W4404187894","","","include","LLM∧CQ match in title/abstract","True","True","investigating open source llms to retrofit competency questions in ontology engineering","doi::10.1609/aaaiss.v4i1.31793"
"A RAG Approach for Generating Competency Questions in Ontology Engineering","Competency question (CQ) formulation is central to several ontology development and evaluation methodologies. Traditionally, the task of crafting these competency questions heavily relies on the effort of domain experts and knowledge engineers which is often time-consuming and labor-intensive. With the emergence of Large Language Models (LLMs), there arises the possibility to automate and enhance this process. Unlike other similar works which use existing ontologies or knowledge graphs as input to LLMs, we present a retrieval-augmented generation (RAG) approach that uses LLMs for the automatic generation of CQs given a set of scientific papers considered to be a domain knowledge base. We investigate its performance and specifically, we study the impact of different number of papers to the RAG and different temperature setting of the LLM. We conduct experiments using GPT-4 on two domain ontology engineering tasks and compare results against ground-truth CQs constructed by domain experts. Empirical assessments on the results, utilizing evaluation metrics (precision and consistency), reveal that compared to zero-shot prompting, adding relevant domain knowledge to the RAG improves the performance of LLMs on generating CQs for concrete ontology engineering tasks.","Xueli Pan; Jacco van Ossenbruggen; Victor de Boer; Zhisheng Huang","2024","","http://arxiv.org/abs/2409.08820","http://arxiv.org/pdf/2409.08820","openalex:id","openalex","https://openalex.org/W4403662133","10.48550/arxiv.2409.08820","https://openalex.org/W4403662133","","","include","LLM∧CQ match in title/abstract","True","True","a rag approach for generating competency questions in ontology engineering","doi::10.48550/arxiv.2409.08820"
"Improving Ontology Requirements Engineering with OntoChat and Participatory Prompting","Past ontology requirements engineering (ORE) has primarily relied on manual methods, such as interviews and collaborative forums, to gather user requirements from domain experts, especially in large projects. Current OntoChat offers a framework for ORE that utilises large language models (LLMs) to streamline the process through four key functions: user story creation, competency question (CQ) extraction, CQ filtration and analysis, and ontology testing support. In OntoChat, users are expected to prompt the chatbot to generate user stories. However, preliminary evaluations revealed that they struggle to do this effectively. To address this issue, we experimented with a research method called participatory prompting, which involves researcher-mediated interactions to help users without deep knowledge of LLMs use the chatbot more effectively. This participatory prompting user study produces pre-defined prompt templates based on user queries, focusing on creating and refining personas, goals, scenarios, sample data, and data resources for user stories. These refined user stories will subsequently be converted into CQs.","Yihang Zhao; Bohui Zhang; Xi Hu; Shuyin Ouyang; Jongmo Kim; Nitisha Jain; Jacopo de Berardinis; Albert Meroño-Peñuela; Elena Simperl","2024","","http://arxiv.org/abs/2408.15256","http://arxiv.org/pdf/2408.15256","openalex:id","openalex","https://openalex.org/W4403709428","10.48550/arxiv.2408.15256","https://openalex.org/W4403709428","","","include","LLM∧CQ match in title/abstract","True","True","improving ontology requirements engineering with ontochat and participatory prompting","doi::10.48550/arxiv.2408.15256"
"HALO: an ontology for representing and categorizing hallucinations in large language models","Recent progress in generative AI, including Large Language Models (LLMs) like ChatGPT, has opened up significant opportunities in fields ranging from natural language processing to knowledge discovery and data mining. However, there is also a growing awareness that the models can be prone to problems such as making information up or 'hallucinations', and faulty reasoning on seemingly simple problems. Because of the popularity of models like ChatGPT, both academic scholars and citizen scientists have documented hallucinations of several different types and severity. Despite this body of work, a formal model for describing and representing these hallucinations (with relevant meta-data) at a fine-grained level, is still lacking. In this paper, we address this gap by presenting the Hallucination Ontology or HALO, a formal, extensible ontology written in OWL that currently offers support for six different types of hallucinations known to arise in LLMs, along with support for provenance and experimental metadata. We also collect and publish a dataset containing hallucinations that we inductively gathered across multiple independent Web sources and show that HALO can be successfully used to model this dataset and answer competency questions.","Navapat Nananukul; Mayank Kejriwal","2024","","https://doi.org/10.1117/12.3014048","","openalex:id","openalex","https://openalex.org/W4399379811","10.1117/12.3014048","https://openalex.org/W4399379811","","","include","LLM∧CQ match in title/abstract","True","True","halo an ontology for representing and categorizing hallucinations in large language models","doi::10.1117/12.3014048"
