"title","abstract","authors","year","venue","article_url","pdf_url","source_used","platform","url","doi","openalex_id","arxiv_id","dblp_key","decision","reason","LLM_term","CQ_term","title_norm","key"
"Zero-Shot Large Language Model Agents for Fully Automated Radiotherapy Treatment Planning","Radiation therapy treatment planning is an iterative, expertise-dependent process, and the growing burden of cancer cases has made reliance on manual planning increasingly unsustainable, underscoring the need for automation. In this study, we propose a workflow that leverages a large language model (LLM)-based agent to navigate inverse treatment planning for intensity-modulated radiation therapy (IMRT). The LLM agent was implemented to directly interact with a clinical treatment planning system (TPS) to iteratively extract intermediate plan states and propose new constraint values to guide inverse optimization. The agent's decision-making process is informed by current observations and previous optimization attempts and evaluations, allowing for dynamic strategy refinement. The planning process was performed in a zero-shot inference setting, where the LLM operated without prior exposure to manually generated treatment plans and was utilized without any fine-tuning or task-specific training. The LLM-generated plans were evaluated on twenty head-and-neck cancer cases against clinical manual plans, with key dosimetric endpoints analyzed and reported. The LLM-generated plans achieved comparable organ-at-risk (OAR) sparing relative to clinical plans while demonstrating improved hot spot control (Dmax: 106.5% vs. 108.8%) and superior conformity (conformity index: 1.18 vs. 1.39 for boost PTV; 1.82 vs. 1.88 for primary PTV). This study demonstrates the feasibility of a zero-shot, LLM-driven workflow for automated IMRT treatment planning in a commercial TPS. The proposed approach provides a generalizable and clinically applicable solution that could reduce planning variability and support broader adoption of AI-based planning strategies.","Dongrong Yang; Xin Wu; Yibo Xie; Xinyi Li; Qiuwen Wu; Jackie Wu; Yang Sheng","2025","arXiv","https://arxiv.org/abs/2510.11754","http://arxiv.org/pdf/2510.11754v1","arxiv:title","acl","https://aclanthology.org/2025.ldk-1.15/","","","","","include","LLM∧CQ match in title/abstract","True","True","on the feasibility of llmbased automated generation and filtering of competency questions for ontologies","title::on the feasibility of llmbased automated generation and filtering of competency questions for ontologies::2025"
"Investigating Large Language Models for Text-to-SPARQL Generation","","Jacopo D’Abramo; Andrea Zugarini; Paolo Torroni","2025","Proceedings of the 4th International Workshop on Knowledge-Augmented Methods for Natural Language Processing","https://aclanthology.org/2025.knowledgenlp-1.5.pdf","https://aclanthology.org/2025.knowledgenlp-1.5.pdf","openalex:doi|crossref:doi|unpaywall","acl","https://aclanthology.org/2025.knowledgenlp-1.5/","10.18653/v1/2025.knowledgenlp-1.5","","","","include","LLM∧CQ match in title/abstract","True","True","investigating large language models for texttosparql generation","doi::10.18653/v1/2025.knowledgenlp-1.5"
"Performance and Limitations of Fine-Tuned {LLM}s in {SPARQL} Query Generation","","","2025","Proceedings of the Workshop on Generative AI and Knowledge Graphs (GenAIK)","https://aclanthology.org/2025.genaik-1.8/","","none","acl","https://aclanthology.org/2025.genaik-1.8/","","","","","include","LLM∧CQ match in title/abstract","True","True","performance and limitations of finetuned llms in sparql query generation","title::performance and limitations of finetuned llms in sparql query generation::2025"
"Ontolearn-A Framework for Large-scale OWL Class Expression Learning in Python","In this paper, we present Ontolearn-a framework for learning OWL class expressions over large knowledge graphs. Ontolearn contains efficient implementations of recent stateof-the-art symbolic and neuro-symbolic class expression learners including EvoLearner and DRILL. A learned OWL class expression can be used to classify instances in the knowledge graph. Furthermore, Ontolearn integrates a verbalization module based on an LLM to translate complex OWL class expressions into natural language sentences. By mapping OWL class expressions into respective SPARQL queries, Ontolearn can be easily used to operate over a remote triplestore. The source code of Ontolearn is available at https://github.com/dice-group/Ontolearn.","Caglar Demir; Alkid Baci; N'Dah Jean Kouagou; Leonie Nora Sieger; Stefan Heindorf; Simon Bin; Lukas Blübaum; Alexander Bigerl; Axel-Cyrille Ngonga Ngomo","2025","arXiv","https://arxiv.org/abs/2510.11561","http://arxiv.org/pdf/2510.11561v1","arxiv:id","arxiv","http://arxiv.org/abs/2510.11561v1","","","http://arxiv.org/abs/2510.11561v1","","include","LLM∧CQ match in title/abstract","True","True","ontolearna framework for largescale owl class expression learning in python","arxiv::http://arxiv.org/abs/2510.11561v1"
"Search-on-Graph: Iterative Informed Navigation for Large Language Model Reasoning on Knowledge Graphs","Large language models (LLMs) have demonstrated impressive reasoning abilities yet remain unreliable on knowledge-intensive, multi-hop questions -- they miss long-tail facts, hallucinate when uncertain, and their internal knowledge lags behind real-world change. Knowledge graphs (KGs) offer a structured source of relational evidence, but existing KGQA methods face fundamental trade-offs: compiling complete SPARQL queries without knowing available relations proves brittle, retrieving large subgraphs introduces noise, and complex agent frameworks with parallel exploration exponentially expand search spaces. To address these limitations, we propose Search-on-Graph (SoG), a simple yet effective framework that enables LLMs to perform iterative informed graph navigation using a single, carefully designed \\textsc{Search} function. Rather than pre-planning paths or retrieving large subgraphs, SoG follows an ``observe-then-navigate'' principle: at each step, the LLM examines actual available relations from the current entity before deciding on the next hop. This approach further adapts seamlessly to different KG schemas and handles high-degree nodes through adaptive filtering. Across six KGQA benchmarks spanning Freebase and Wikidata, SoG achieves state-of-the-art performance without fine-tuning. We demonstrate particularly strong gains on Wikidata benchmarks (+16\\% improvement over previous best methods) alongside consistent improvements on Freebase benchmarks.","Jia Ao Sun; Hao Yu; Fabrizio Gotti; Fengran Mo; Yihong Wu; Yuchen Hui; Jian-Yun Nie","2025","arXiv","https://arxiv.org/abs/2510.08825","http://arxiv.org/pdf/2510.08825v1","arxiv:id","arxiv","http://arxiv.org/abs/2510.08825v1","","","http://arxiv.org/abs/2510.08825v1","","include","LLM∧CQ match in title/abstract","True","True","searchongraph iterative informed navigation for large language model reasoning on knowledge graphs","arxiv::http://arxiv.org/abs/2510.08825v1"
"LLM-Assisted Modeling of Semantic Web-Enabled Multi-Agents Systems with AJAN","There are many established semantic Web standards for implementing multi-agent driven applications. The AJAN framework allows to engineer multi-agent systems based on these standards. In particular, agent knowledge is represented in RDF/RDFS and OWL, while agent behavior models are defined with Behavior Trees and SPARQL to access and manipulate this knowledge. However, the appropriate definition of RDF/RDFS and SPARQL-based agent behaviors still remains a major hurdle not only for agent modelers in practice. For example, dealing with URIs is very error-prone regarding typos and dealing with complex SPARQL queries in large-scale environments requires a high learning curve. In this paper, we present an integrated development environment to overcome such hurdles of modeling AJAN agents and at the same time to extend the user community for AJAN by the possibility to leverage Large Language Models for agent engineering.","Hacane Hechehouche; Andre Antakli; Matthias Klusch","2025","arXiv","https://arxiv.org/abs/2510.06911","http://arxiv.org/pdf/2510.06911v1","arxiv:id","arxiv","http://arxiv.org/abs/2510.06911v1","","","http://arxiv.org/abs/2510.06911v1","","include","LLM∧CQ match in title/abstract","True","True","llmassisted modeling of semantic webenabled multiagents systems with ajan","arxiv::http://arxiv.org/abs/2510.06911v1"
"Real-Time Health Analytics Using Ontology-Driven Complex Event Processing and LLM Reasoning: A Tuberculosis Case Study","Timely detection of critical health conditions remains a major challenge in public health analytics, especially in Big Data environments characterized by high volume, rapid velocity, and diverse variety of clinical data. This study presents an ontology-enabled real-time analytics framework that integrates Complex Event Processing (CEP) and Large Language Models (LLMs) to enable intelligent health event detection and semantic reasoning over heterogeneous, high-velocity health data streams. The architecture leverages the Basic Formal Ontology (BFO) and Semantic Web Rule Language (SWRL) to model diagnostic rules and domain knowledge. Patient data is ingested and processed using Apache Kafka and Spark Streaming, where CEP engines detect clinically significant event patterns. LLMs support adaptive reasoning, event interpretation, and ontology refinement. Clinical information is semantically structured as Resource Description Framework (RDF) triples in Graph DB, enabling SPARQL-based querying and knowledge-driven decision support. The framework is evaluated using a dataset of 1,000 Tuberculosis (TB) patients as a use case, demonstrating low-latency event detection, scalable reasoning, and high model performance (in terms of precision, recall, and F1-score). These results validate the system's potential for generalizable, real-time health analytics in complex Big Data scenarios.","Ritesh Chandra; Sonali Agarwal; Navjot Singh","2025","arXiv","https://arxiv.org/abs/2510.09646","http://arxiv.org/pdf/2510.09646v1","arxiv:id","arxiv","http://arxiv.org/abs/2510.09646v1","","","http://arxiv.org/abs/2510.09646v1","","include","LLM∧CQ match in title/abstract","True","True","realtime health analytics using ontologydriven complex event processing and llm reasoning a tuberculosis case study","arxiv::http://arxiv.org/abs/2510.09646v1"
"ARUQULA -- An LLM based Text2SPARQL Approach using ReAct and Knowledge Graph Exploration Utilities","Interacting with knowledge graphs can be a daunting task for people without a background in computer science since the query language that is used (SPARQL) has a high barrier of entry. Large language models (LLMs) can lower that barrier by providing support in the form of Text2SPARQL translation. In this paper we introduce a generalized method based on SPINACH, an LLM backed agent that translates natural language questions to SPARQL queries not in a single shot, but as an iterative process of exploration and execution. We describe the overall architecture and reasoning behind our design decisions, and also conduct a thorough analysis of the agent behavior to gain insights into future areas for targeted improvements. This work was motivated by the Text2SPARQL challenge, a challenge that was held to facilitate improvements in the Text2SPARQL domain.","Felix Brei; Lorenz Bühmann; Johannes Frey; Daniel Gerber; Lars-Peter Meyer; Claus Stadler; Kirill Bulert","2025","arXiv","https://arxiv.org/abs/2510.02200","http://arxiv.org/pdf/2510.02200v1","arxiv:id","arxiv","http://arxiv.org/abs/2510.02200v1","","","http://arxiv.org/abs/2510.02200v1","","include","LLM∧CQ match in title/abstract","True","True","aruqula an llm based text2sparql approach using react and knowledge graph exploration utilities","arxiv::http://arxiv.org/abs/2510.02200v1"
"MetaboT: AI-based agent for natural language-based interaction with metabolomics knowledge graphs","Mass spectrometry metabolomics generates vast amounts of data requiring advanced methods for interpretation. Knowledge graphs address these challenges by structuring mass spectrometry data, metabolite information, and their relationships into a connected network (Gaudry et al. 2024). However, effective use of a knowledge graph demands an in-depth understanding of its ontology and its query language syntax. To overcome this, we designed MetaboT, an AI system utilizing large language models (LLMs) to translate user questions into SPARQL semantic query language for operating on knowledge graphs (Steve Harris 2013). We demonstrate its effectiveness using the Experimental Natural Products Knowledge Graph (ENPKG), a large-scale public knowledge graph for plant natural products (Gaudry et al. 2024).MetaboT employs specialized AI agents for handling user queries and interacting with the knowledge graph by breaking down complex tasks into discrete components, each managed by a specialised agent (Fig. 1a). The multi-agent system is constructed using the LangChain and LangGraph libraries, which facilitate the integration of LLMs with external tools and information sources (LangChain, n.d.). The query generation process follows a structured workflow. First, the Entry Agent determines if the question is new or a follow-up to previous interactions. New questions are forwarded to the Validator Agent, which verifies if the question is related to the knowledge graph. Then, the valid question is sent to the Supervisor Agent, which identifies if the question requires chemical conversions or standardized identifiers. In this case it delegates the question to the Knowledge Graph Agent, which can use tools to extract necessary details, such as URIs or taxonomies of chemical names, from the user query. Finally, an agent responsible for crafting the SPARQL queries equipped with the ontology of the knowledge graph uses the provided identifiers to generate the query. Then, the system executes the generated query against the metabolomics knowledge graph and returns structured results to the user (Fig. 1b). To assess the performance of MetaboT we have curated 50 metabolomics-related questions and their expected answers. In addition to submitting these questions to MetaboT, we evaluated a baseline by submitting them to a standard LLM (GPT-4o) with a prompt that incorporated the knowledge graph ontology but did not provide specific entity IDs. This baseline achieved only 8.16% accuracy, compared to MetaboT's 83.67%, underscoring the necessity of our multi-agent system for accurately retrieving entities and generating correct SPARQL queries. MetaboT demonstrates promising performance as a conversational question-answering assistant, enabling researchers to retrieve structured metabolomics data through natural language queries. By automating the generation and execution of SPARQL queries, it removes technical barriers that have traditionally hindered access to knowledge graphs. Importantly, MetaboT leverages the capabilities of LLMs while maintaining experimentally grounded query generation, ensuring that outputs remain aligned with domain-specific standards and data structures. This approach facilitates data-driven discoveries by bridging the gap between complex semantic technologies and user-friendly interaction. MetaboT is accessible at [https://metabot.holobiomicslab.eu/], and its source code is available at [https://github.com/HolobiomicsLab/MetaboT].","Madina Bekbergenova; Lucas Pradi; Benjamin Navet; Emma Tysinger; Franck Michel; Matthieu Feraud; Yousouf Taghzouti; Yan Zhou Chen; Olivier Kirchhoffer; Florence Mehl; Martin Legrand; Tao Jiang; Marco Pagni; Soha Hassoun; Jean-Luc Wolfender; Wout Bittremieux; Fabien Gandon; Louis-Félix Nothias","2025","arXiv","https://arxiv.org/abs/2510.01724","http://arxiv.org/pdf/2510.01724v1","arxiv:id","arxiv","http://arxiv.org/abs/2510.01724v1","","","http://arxiv.org/abs/2510.01724v1","","include","LLM∧CQ match in title/abstract","True","True","metabot aibased agent for natural languagebased interaction with metabolomics knowledge graphs","arxiv::http://arxiv.org/abs/2510.01724v1"
"Towards LLM-generated explanations for Component-based Knowledge Graph Question Answering Systems","Over time, software systems have reached a level of complexity that makes it difficult for their developers and users to explain particular decisions made by them. In this paper, we focus on the explainability of component-based systems for Question Answering (QA). These components often conduct processes driven by AI methods, in which behavior and decisions cannot be clearly explained or justified, s.t., even for QA experts interpreting the executed process and its results is hard. To address this challenge, we present an approach that considers the components' input and output data flows as a source for representing the behavior and provide explanations for the components, enabling users to comprehend what happened. In the QA framework used here, the data flows of the components are represented as SPARQL queries (inputs) and RDF triples (outputs). Hence, we are also providing valuable insights on verbalization regarding these data types. In our experiments, the approach generates explanations while following template-based settings (baseline) or via the use of Large Language Models (LLMs) with different configurations (automatic generation). Our evaluation shows that the explanations generated via LLMs achieve high quality and mostly outperform template-based approaches according to the users' ratings. Therefore, it enables us to automatically explain the behavior and decisions of QA components to humans while using RDF and SPARQL as a context for explanations.","Dennis Schiese; Aleksandr Perevalov; Andreas Both","2025","arXiv","https://arxiv.org/abs/2508.14553","http://arxiv.org/pdf/2508.14553v1","arxiv:id","arxiv","http://arxiv.org/abs/2508.14553v1","","","http://arxiv.org/abs/2508.14553v1","","include","LLM∧CQ match in title/abstract","True","True","towards llmgenerated explanations for componentbased knowledge graph question answering systems","arxiv::http://arxiv.org/abs/2508.14553v1"
"FIRESPARQL: A LLM-based Framework for SPARQL Query Generation over Scholarly Knowledge Graphs","Question answering over Scholarly Knowledge Graphs (SKGs) remains a challenging task due to the complexity of scholarly content and the intricate structure of these graphs. Large Language Model (LLM) approaches could be used to translate natural language questions (NLQs) into SPARQL queries; however, these LLM-based approaches struggle with SPARQL query generation due to limited exposure to SKG-specific content and the underlying schema. We identified two main types of errors in the LLM-generated SPARQL queries: (i) structural inconsistencies, such as missing or redundant triples in the queries, and (ii) semantic inaccuracies, where incorrect entities or properties are shown in the queries despite a correct query structure. To address these issues, we propose FIRESPARQL, a modular framework that supports fine-tuned LLMs as a core component, with optional context provided via retrieval-augmented generation (RAG) and a SPARQL query correction layer. We evaluate the framework on the SciQA Benchmark using various configurations (zero-shot, zero-shot with RAG, one-shot, fine-tuning, and fine-tuning with RAG) and compare the performance with baseline and state-of-the-art approaches. We measure query accuracy using BLEU and ROUGE metrics, and query result accuracy using relaxed exact match(RelaxedEM), with respect to the gold standards containing the NLQs, SPARQL queries, and the results of the queries. Experimental results demonstrate that fine-tuning achieves the highest overall performance, reaching 0.90 ROUGE-L for query accuracy and 0.85 RelaxedEM for result accuracy on the test set.","Xueli Pan; Victor de Boer; Jacco van Ossenbruggen","2025","arXiv","https://arxiv.org/abs/2508.10467","http://arxiv.org/pdf/2508.10467v1","arxiv:id","arxiv","http://arxiv.org/abs/2508.10467v1","","","http://arxiv.org/abs/2508.10467v1","","include","LLM∧CQ match in title/abstract","True","True","firesparql a llmbased framework for sparql query generation over scholarly knowledge graphs","arxiv::http://arxiv.org/abs/2508.10467v1"
"Automated Creation of the Legal Knowledge Graph Addressing Legislation on Violence Against Women: Resource, Methodology and Lessons Learned","Legal decision-making process requires the availability of comprehensive and detailed legislative background knowledge and up-to-date information on legal cases and related sentences/decisions. Legal Knowledge Graphs (KGs) would be a valuable tool to facilitate access to legal information, to be queried and exploited for the purpose, and to enable advanced reasoning and machine learning applications. Indeed, legal KGs may act as knowledge intensive component to be used by pre-dictive machine learning solutions supporting the decision process of the legal expert. Nevertheless, a few KGs can be found in the legal domain. To fill this gap, we developed a legal KG targeting legal cases of violence against women, along with clear adopted methodologies. Specifically, the paper introduces two complementary approaches for automated legal KG construction; a systematic bottom-up approach, customized for the legal domain, and a new solution leveraging Large Language Models. Starting from legal sentences publicly available from the European Court of Justice, the solutions integrate structured data extraction, ontology development, and semantic enrichment to produce KGs tailored for legal cases involving violence against women. After analyzing and comparing the results of the two approaches, the developed KGs are validated via suitable competency questions. The obtained KG may be impactful for multiple purposes: can improve the accessibility to legal information both to humans and machine, can enable complex queries and may constitute an important knowledge component to be possibly exploited by machine learning tools tailored for predictive justice.","Claudia dAmato; Giuseppe Rubini; Francesco Didio; Donato Francioso; Fatima Zahra Amara; Nicola Fanizzi","2025","arXiv","https://arxiv.org/abs/2508.06368","http://arxiv.org/pdf/2508.06368v1","arxiv:id","arxiv","http://arxiv.org/abs/2508.06368v1","","","http://arxiv.org/abs/2508.06368v1","","include","LLM∧CQ match in title/abstract","True","True","automated creation of the legal knowledge graph addressing legislation on violence against women resource methodology and lessons learned","arxiv::http://arxiv.org/abs/2508.06368v1"
"Enhancing Manufacturing Knowledge Access with LLMs and Context-aware Prompting","Knowledge graphs (KGs) have transformed data management within the manufacturing industry, offering effective means for integrating disparate data sources through shared and structured conceptual schemas. However, harnessing the power of KGs can be daunting for non-experts, as it often requires formulating complex SPARQL queries to retrieve specific information. With the advent of Large Language Models (LLMs), there is a growing potential to automatically translate natural language queries into the SPARQL format, thus bridging the gap between user-friendly interfaces and the sophisticated architecture of KGs. The challenge remains in adequately informing LLMs about the relevant context and structure of domain-specific KGs, e.g., in manufacturing, to improve the accuracy of generated queries. In this paper, we evaluate multiple strategies that use LLMs as mediators to facilitate information retrieval from KGs. We focus on the manufacturing domain, particularly on the Bosch Line Information System KG and the I40 Core Information Model. In our evaluation, we compare various approaches for feeding relevant context from the KG to the LLM and analyze their proficiency in transforming real-world questions into SPARQL queries. Our findings show that LLMs can significantly improve their performance on generating correct and complete queries when provided only the adequate context of the KG schema. Such context-aware prompting techniques help LLMs to focus on the relevant parts of the ontology and reduce the risk of hallucination. We anticipate that the proposed techniques help LLMs to democratize access to complex data repositories and empower informed decision-making in manufacturing settings.","Sebastian Monka; Irlan Grangel-González; Stefan Schmid; Lavdim Halilaj; Marc Rickart; Oliver Rudolph; Rui Dias","2025","arXiv","https://arxiv.org/abs/2507.22619","http://arxiv.org/pdf/2507.22619v1","arxiv:id","arxiv","http://arxiv.org/abs/2507.22619v1","","","http://arxiv.org/abs/2507.22619v1","","include","LLM∧CQ match in title/abstract","True","True","enhancing manufacturing knowledge access with llms and contextaware prompting","arxiv::http://arxiv.org/abs/2507.22619v1"
"CompoST: A Benchmark for Analyzing the Ability of LLMs To Compositionally Interpret Questions in a QALD Setting","Language interpretation is a compositional process, in which the meaning of more complex linguistic structures is inferred from the meaning of their parts. Large language models possess remarkable language interpretation capabilities and have been successfully applied to interpret questions by mapping them to SPARQL queries. An open question is how systematic this interpretation process is. Toward this question, in this paper, we propose a benchmark for investigating to what extent the abilities of LLMs to interpret questions are actually compositional. For this, we generate three datasets of varying difficulty based on graph patterns in DBpedia, relying on Lemon lexica for verbalization. Our datasets are created in a very controlled fashion in order to test the ability of LLMs to interpret structurally complex questions, given that they have seen the atomic building blocks. This allows us to evaluate to what degree LLMs are able to interpret complex questions for which they ""understand"" the atomic parts. We conduct experiments with models of different sizes using both various prompt and few-shot optimization techniques as well as fine-tuning. Our results show that performance in terms of macro $F_1$ degrades from $0.45$ over $0.26$ down to $0.09$ with increasing deviation from the samples optimized on. Even when all necessary information was provided to the model in the input, the $F_1$ scores do not exceed $0.57$ for the dataset of lowest complexity. We thus conclude that LLMs struggle to systematically and compositionally interpret questions and map them into SPARQL queries.","David Maria Schmidt; Raoul Schubert; Philipp Cimiano","2025","arXiv","https://arxiv.org/abs/2507.21257","http://arxiv.org/pdf/2507.21257v1","arxiv:id","arxiv","http://arxiv.org/abs/2507.21257v1","","","http://arxiv.org/abs/2507.21257v1","","include","LLM∧CQ match in title/abstract","True","True","compost a benchmark for analyzing the ability of llms to compositionally interpret questions in a qald setting","arxiv::http://arxiv.org/abs/2507.21257v1"
"Text-to-SPARQL Goes Beyond English: Multilingual Question Answering Over Knowledge Graphs through Human-Inspired Reasoning","Accessing knowledge via multilingual natural-language interfaces is one of the emerging challenges in the field of information retrieval and related ones. Structured knowledge stored in knowledge graphs can be queried via a specific query language (e.g., SPARQL). Therefore, one needs to transform natural-language input into a query to fulfill an information need. Prior approaches mostly focused on combining components (e.g., rule-based or neural-based) that solve downstream tasks and come up with an answer at the end. We introduce mKGQAgent, a human-inspired framework that breaks down the task of converting natural language questions into SPARQL queries into modular, interpretable subtasks. By leveraging a coordinated LLM agent workflow for planning, entity linking, and query refinement - guided by an experience pool for in-context learning - mKGQAgent efficiently handles multilingual KGQA. Evaluated on the DBpedia- and Corporate-based KGQA benchmarks within the Text2SPARQL challenge 2025, our approach took first place among the other participants. This work opens new avenues for developing human-like reasoning systems in multilingual semantic parsing.","Aleksandr Perevalov; Andreas Both","2025","arXiv","https://arxiv.org/abs/2507.16971","http://arxiv.org/pdf/2507.16971v1","arxiv:id","arxiv","http://arxiv.org/abs/2507.16971v1","","","http://arxiv.org/abs/2507.16971v1","","include","LLM∧CQ match in title/abstract","True","True","texttosparql goes beyond english multilingual question answering over knowledge graphs through humaninspired reasoning","arxiv::http://arxiv.org/abs/2507.16971v1"
"HyDRA: A Hybrid-Driven Reasoning Architecture for Verifiable Knowledge Graphs","The synergy between symbolic knowledge, often represented by Knowledge Graphs (KGs), and the generative capabilities of neural networks is central to advancing neurosymbolic AI. A primary bottleneck in realizing this potential is the difficulty of automating KG construction, which faces challenges related to output reliability, consistency, and verifiability. These issues can manifest as structural inconsistencies within the generated graphs, such as the formation of disconnected $\\textit{isolated islands}$ of data or the inaccurate conflation of abstract classes with specific instances. To address these challenges, we propose HyDRA, a $\\textbf{Hy}$brid-$\\textbf{D}$riven $\\textbf{R}$easoning $\\textbf{A}$rchitecture designed for verifiable KG automation. Given a domain or an initial set of documents, HyDRA first constructs an ontology via a panel of collaborative neurosymbolic agents. These agents collaboratively agree on a set of competency questions (CQs) that define the scope and requirements the ontology must be able to answer. Given these CQs, we build an ontology graph that subsequently guides the automated extraction of triplets for KG generation from arbitrary documents. Inspired by design-by-contracts (DbC) principles, our method leverages verifiable contracts as the primary control mechanism to steer the generative process of Large Language Models (LLMs). To verify the output of our approach, we extend beyond standard benchmarks and propose an evaluation framework that assesses the functional correctness of the resulting KG by leveraging symbolic verifications as described by the neurosymbolic AI framework, $\\textit{SymbolicAI}$. This work contributes a hybrid-driven architecture for improving the reliability of automated KG construction and the exploration of evaluation methods for measuring the functional integrity of its output. The code is publicly available.","Adrian Kaiser; Claudiu Leoveanu-Condrei; Ryan Gold; Marius-Constantin Dinu; Markus Hofmarcher","2025","arXiv","https://arxiv.org/abs/2507.15917","http://arxiv.org/pdf/2507.15917v2","arxiv:id","arxiv","http://arxiv.org/abs/2507.15917v2","","","http://arxiv.org/abs/2507.15917v2","","include","LLM∧CQ match in title/abstract","True","True","hydra a hybriddriven reasoning architecture for verifiable knowledge graphs","arxiv::http://arxiv.org/abs/2507.15917v2"
"Large Language Models Assisting Ontology Evaluation","Ontology evaluation through functional requirements, such as testing via competency question (CQ) verification, is a well-established yet costly, labour-intensive, and error-prone endeavour, even for ontology engineering experts. In this work, we introduce OE-Assist, a novel framework designed to assist ontology evaluation through automated and semi-automated CQ verification. By presenting and leveraging a dataset of 1,393 CQs paired with corresponding ontologies and ontology stories, our contributions present, to our knowledge, the first systematic investigation into large language model (LLM)-assisted ontology evaluation, and include: (i) evaluating the effectiveness of a LLM-based approach for automatically performing CQ verification against a manually created gold standard, and (ii) developing and assessing an LLM-powered framework to assist CQ verification with Prot\\'eg\\'e, by providing suggestions. We found that automated LLM-based evaluation with o1-preview and o3-mini perform at a similar level to the average user's performance.","Anna Sofia Lippolis; Mohammad Javad Saeedizade; Robin Keskisärkkä; Aldo Gangemi; Eva Blomqvist; Andrea Giovanni Nuzzolese","2025","arXiv","https://arxiv.org/abs/2507.14552","http://arxiv.org/pdf/2507.14552v1","arxiv:id","arxiv","http://arxiv.org/abs/2507.14552v1","","","http://arxiv.org/abs/2507.14552v1","","include","LLM∧CQ match in title/abstract","True","True","large language models assisting ontology evaluation","arxiv::http://arxiv.org/abs/2507.14552v1"
"SPARQL Query Generation with LLMs: Measuring the Impact of Training Data Memorization and Knowledge Injection","Nowadays, the importance of software with natural-language user interfaces cannot be underestimated. In particular, in Question Answering (QA) systems, generating a SPARQL query for a given natural-language question (often named Query Building) from the information retrieved from the same question is the central task of QA systems working over Knowledge Graphs (KGQA). Due to the rise of Large Language Models (LLMs), they are considered a well-suited method to increase the quality of the question-answering functionality, as there is still a lot of room for improvement, aiming for enhanced quality and trustworthiness. However, LLMs are trained on web data, where researchers have no control over whether the benchmark or the knowledge graph was already included in the training data. In this paper, we introduce a novel method that evaluates the quality of LLMs by generating a SPARQL query from a natural-language question under various conditions: (1) zero-shot SPARQL generation, (2) with knowledge injection, and (3) with ""anonymized"" knowledge injection. This enables us, for the first time, to estimate the influence of the training data on the QA quality improved by LLMs. Ultimately, this will help to identify how portable a method is or whether good results might mostly be achieved because a benchmark was already included in the training data (cf. LLM memorization). The developed method is portable, robust, and supports any knowledge graph; therefore, it could be easily applied to any KGQA or LLM, s.t., generating consistent insights into the actual LLM capabilities is possible.","Aleksandr Gashkov; Aleksandr Perevalov; Maria Eltsova; Andreas Both","2025","arXiv","https://arxiv.org/abs/2507.13859","http://arxiv.org/pdf/2507.13859v1","arxiv:id","arxiv","http://arxiv.org/abs/2507.13859v1","","","http://arxiv.org/abs/2507.13859v1","","include","LLM∧CQ match in title/abstract","True","True","sparql query generation with llms measuring the impact of training data memorization and knowledge injection","arxiv::http://arxiv.org/abs/2507.13859v1"
"Automating SPARQL Query Translations between DBpedia and Wikidata","This paper investigates whether state-of-the-art Large Language Models (LLMs) can automatically translate SPARQL between popular Knowledge Graph (KG) schemas. We focus on translations between the DBpedia and Wikidata KG, and later on DBLP and OpenAlex KG. This study addresses a notable gap in KG interoperability research by rigorously evaluating LLM performance on SPARQL-to-SPARQL translation. Two benchmarks are assembled, where the first align 100 DBpedia-Wikidata queries from QALD-9-Plus; the second contains 100 DBLP queries aligned to OpenAlex, testing generalizability beyond encyclopaedic KGs. Three open LLMs: Llama-3-8B, DeepSeek-R1-Distill-Llama-70B, and Mistral-Large-Instruct-2407 are selected based on their sizes and architectures and tested with zero-shot, few-shot, and two chain-of-thought variants. Outputs were compared with gold answers, and resulting errors were categorized. We find that the performance varies markedly across models and prompting strategies, and that translations for Wikidata to DBpedia work far better than translations for DBpedia to Wikidata.","Malte Christian Bartels; Debayan Banerjee; Ricardo Usbeck","2025","arXiv","https://arxiv.org/abs/2507.10045","http://arxiv.org/pdf/2507.10045v1","arxiv:id","arxiv","http://arxiv.org/abs/2507.10045v1","","","http://arxiv.org/abs/2507.10045v1","","include","LLM∧CQ match in title/abstract","True","True","automating sparql query translations between dbpedia and wikidata","arxiv::http://arxiv.org/abs/2507.10045v1"
"GRASP: Generic Reasoning And SPARQL Generation across Knowledge Graphs","We propose a new approach for generating SPARQL queries on RDF knowledge graphs from natural language questions or keyword queries, using a large language model. Our approach does not require fine-tuning. Instead, it uses the language model to explore the knowledge graph by strategically executing SPARQL queries and searching for relevant IRIs and literals. We evaluate our approach on a variety of benchmarks (for knowledge graphs of different kinds and sizes) and language models (of different scales and types, commercial as well as open-source) and compare it with existing approaches. On Wikidata we reach state-of-the-art results on multiple benchmarks, despite the zero-shot setting. On Freebase we come close to the best few-shot methods. On other, less commonly evaluated knowledge graphs and benchmarks our approach also performs well overall. We conduct several additional studies, like comparing different ways of searching the graphs, incorporating a feedback mechanism, or making use of few-shot examples.","Sebastian Walter; Hannah Bast","2025","arXiv","https://arxiv.org/abs/2507.08107","http://arxiv.org/pdf/2507.08107v1","arxiv:id","arxiv","http://arxiv.org/abs/2507.08107v1","","","http://arxiv.org/abs/2507.08107v1","","include","LLM∧CQ match in title/abstract","True","True","grasp generic reasoning and sparql generation across knowledge graphs","arxiv::http://arxiv.org/abs/2507.08107v1"
