subject,predicate,object,doc_id,chunk_id,score,cq_id
http://example.org/kg/cq/CQ_S0_R1_0033,http://example.org/kg/supportedBy,http://example.org/kg/chunk/46-Gong_Deep_reinforcement_active_2020_Accepted_rag__chunk_000,46-Gong Deep reinforcement active 2020 Accepted_rag,46-Gong Deep reinforcement active 2020 Accepted_rag::chunk_000,0.7906524538993835,CQ_S0_R1_0033
http://example.org/kg/cq/CQ_S0_R1_0033,http://example.org/kg/supportedBy,http://example.org/kg/chunk/46-Gong_Deep_reinforcement_active_2020_Accepted_rag__chunk_002,46-Gong Deep reinforcement active 2020 Accepted_rag,46-Gong Deep reinforcement active 2020 Accepted_rag::chunk_002,0.7808334231376648,CQ_S0_R1_0033
http://example.org/kg/cq/CQ_S0_R1_0033,http://example.org/kg/supportedBy,http://example.org/kg/chunk/19-1910_02923v2_rag__chunk_030,19-1910.02923v2_rag,19-1910.02923v2_rag::chunk_030,0.7737635672092438,CQ_S0_R1_0033
http://example.org/kg/cq/CQ_S0_R1_0033,http://example.org/kg/supportedBy,http://example.org/kg/chunk/22-2203_13450v3_rag__chunk_002,22-2203.13450v3_rag,22-2203.13450v3_rag::chunk_002,0.7736243307590485,CQ_S0_R1_0033
http://example.org/kg/cq/CQ_S0_R1_0033,http://example.org/kg/supportedBy,http://example.org/kg/chunk/46-Gong_Deep_reinforcement_active_2020_Accepted_rag__chunk_001,46-Gong Deep reinforcement active 2020 Accepted_rag,46-Gong Deep reinforcement active 2020 Accepted_rag::chunk_001,0.7734949588775635,CQ_S0_R1_0033
http://example.org/kg/cq/CQ_S0_R1_0029,http://example.org/kg/supportedBy,http://example.org/kg/chunk/22-2203_13450v3_rag__chunk_015,22-2203.13450v3_rag,22-2203.13450v3_rag::chunk_015,0.8052348494529724,CQ_S0_R1_0029
http://example.org/kg/cq/CQ_S0_R1_0029,http://example.org/kg/supportedBy,http://example.org/kg/chunk/22-2203_13450v3_rag__chunk_006,22-2203.13450v3_rag,22-2203.13450v3_rag::chunk_006,0.8049590587615967,CQ_S0_R1_0029
http://example.org/kg/cq/CQ_S0_R1_0029,http://example.org/kg/supportedBy,http://example.org/kg/chunk/26-2009_00236v2_rag__chunk_021,26-2009.00236v2_rag,26-2009.00236v2_rag::chunk_021,0.8046442866325378,CQ_S0_R1_0029
http://example.org/kg/cq/CQ_S0_R1_0029,http://example.org/kg/supportedBy,http://example.org/kg/chunk/22-2203_13450v3_rag__chunk_007,22-2203.13450v3_rag,22-2203.13450v3_rag::chunk_007,0.7954351902008057,CQ_S0_R1_0029
http://example.org/kg/cq/CQ_S0_R1_0029,http://example.org/kg/supportedBy,http://example.org/kg/chunk/26-2009_00236v2_rag__chunk_017,26-2009.00236v2_rag,26-2009.00236v2_rag::chunk_017,0.7903579473495483,CQ_S0_R1_0029
